duration (s),mode,map,score,kills,deaths,k/d,assists,headshots,accuracy (%),avg kill dist (m),fave weapon,fave rig,fave trait,win?
625,2,2,4,20,27,0.74,10,1,0.235,17.8,1,4,4,0
625,2,2,4,25,23,1.09,9,0,0.237,11.6,3,3,3,0
625,2,2,4,29,26,1.12,7,2,0.205,11.9,3,1,1,0
590,0,1,103,22,30,0.73,6,1,0.187,21.1,1,0,0,0
590,0,1,103,13,31,0.42,4,3,0.154,17.5,3,1,1,0
590,0,1,103,26,28,0.93,5,1,0.256,14.8,1,3,3,0
590,0,1,103,17,25,0.68,4,4,0.193,17.6,0,2,2,0
590,0,1,250,32,17,1.88,8,1,0.243,16.4,1,3,3,1
590,0,1,250,28,21,1.33,13,1,0.244,14.3,3,0,0,1
590,0,1,250,28,19,1.47,11,2,0.194,22.4,0,2,2,1
590,0,1,250,26,21,1.24,10,3,0.234,14.5,1,1,1,1
683,0,1,250,40,27,1.48,8,1,0.255,15.5,1,2,2,1
683,0,1,250,22,29,0.76,14,1,0.216,16.1,0,3,3,1
683,0,1,250,34,24,1.42,12,1,0.215,14.2,3,0,0,1
683,0,1,250,24,25,0.96,9,2,0.196,18.0,1,1,1,1
683,0,1,161,29,34,0.85,16,1,0.285,14.9,1,0,0,0
683,0,1,161,28,26,1.08,11,2,0.243,20.6,0,1,1,0
683,0,1,161,23,32,0.72,8,3,0.199,14.6,1,3,3,0
683,0,1,161,24,28,0.86,12,4,0.195,14.5,1,2,2,0
633,0,4,250,30,18,1.67,12,2,0.22,16.8,1,1,1,1
633,0,4,250,24,21,1.14,13,1,0.195,17.3,1,2,2,1
633,0,4,250,29,25,1.16,4,2,0.256,9.7m,3,0,0,1
633,0,4,250,22,23,0.96,5,3,0.201,13.9,1,3,3,1
633,0,4,205,13,29,0.45,12,2,0.173,17.2,1,2,2,0
633,0,4,205,28,23,1.22,10,2,0.149,13.1,3,0,0,0
633,0,4,205,22,25,0.88,5,0,0.17,11.5,3,3,3,0
633,0,4,205,24,28,0.86,11,2,0.25,14.3,1,1,1,0
496,1,0,6,4,4,1,0,0,0.295,26.8,0,1,1,1
496,1,0,6,4,5,0.8,1,0,0.264,18.2,3,2,2,1
496,1,0,6,3,1,3,1,0,0.16,9.0m,3,0,0,1
496,1,0,6,11,3,3.67,0,1,0.284,12.6,1,3,3,1
496,1,0,0,4,6,0.67,0,0,0.263,13.9,1,4,4,0
496,1,0,0,4,5,0.8,3,1,0.131,13.1,1,0,0,0
496,1,0,0,1,6,0.17,1,0,0.09,15.4,0,3,3,0
496,1,0,0,4,5,0.8,0,0,0.28,13.0,1,1,1,0
633,0,4,250,27,22,1.23,10,2,0.242,13.6,1,1,1,1
633,0,4,250,22,22,1,18,1,0.193,16.2,1,0,0,1
633,0,4,250,28,27,1.04,13,1,0.228,13.9,3,2,2,1
633,0,4,250,21,15,1.4,7,2,0.206,13.1,3,3,3,1
633,0,4,237,21,27,0.78,12,0,0.244,13.7,1,1,1,0
633,0,4,237,17,27,0.63,9,0,0.243,13.6,1,2,2,0
633,0,4,237,22,22,1,6,0,0.204,12.9,3,3,3,0
633,0,4,237,26,22,1.18,12,1,0.185,20.0,3,0,0,0
760,2,1,9,22,26,0.85,11,3,0.231,16.6,1,1,1,1
760,2,1,9,34,26,1.31,13,3,0.222,16.1,1,4,4,1
760,2,1,9,25,26,0.96,10,1,0.222,14.5,3,0,0,1
760,2,1,9,30,25,1.2,5,2,0.249,12.7,4,3,3,1
760,2,1,7,30,29,1.03,5,1,0.225,13.1,1,4,4,0
760,2,1,7,22,22,1,7,1,0.152,14.5,3,0,0,0
760,2,1,7,21,30,0.7,5,0,0.2,14.1,0,3,3,0
760,2,1,7,30,30,1,12,1,0.26,15.0,1,1,1,0
870,1,0,6,13,6,2.17,3,2,0.168,19.5,0,1,1,1
870,1,0,6,10,8,1.25,4,0,0.123,13.4,1,0,0,1
870,1,0,6,6,9,0.67,5,0,0.124,19.4,0,2,2,1
870,1,0,6,4,8,0.5,3,0,0.156,12.0,1,3,3,1
870,1,0,5,6,8,0.75,2,0,0.27,16.1,1,1,1,0
870,1,0,5,10,9,1.11,1,0,0.168,19.3,0,2,2,0
870,1,0,5,8,7,1.14,1,0,0.212,15.7,0,3,3,0
870,1,0,5,7,9,0.78,2,1,0.169,18.3,1,0,0,0
474,0,4,131,11,21,0.52,7,0,0.171,13.5,3,0,0,0
474,0,4,131,13,20,0.65,3,0,0.254,14.5,3,1,1,0
474,0,4,131,10,19,0.53,3,0,0.194,13.5,1,3,3,0
474,0,4,131,17,19,0.89,2,1,0.199,19.3,1,2,2,0
474,0,4,250,25,17,1.47,8,2,0.263,14.2,3,0,0,1
474,0,4,250,12,12,1,6,0,0.222,15.6,1,1,1,1
474,0,4,250,20,13,1.54,3,2,0.254,17.8,1,3,3,1
474,0,4,250,22,9,2.44,7,1,0.206,12.5,1,2,2,1
625,2,1,8,22,21,1.05,5,2,0.209,13.8,0,1,1,0
625,2,1,8,21,23,0.91,11,1,0.218,14.6,1,0,0,0
625,2,1,8,32,25,1.28,3,2,0.202,14.8,1,4,4,0
625,2,1,8,22,26,0.85,7,0,0.229,12.0,3,3,3,0
625,2,1,9,22,26,0.85,7,0,0.282,12.9,1,1,1,1
625,2,1,9,27,23,1.17,6,1,0.274,23.0,0,4,4,1
625,2,1,9,20,24,0.83,7,1,0.2,15.8,1,2,2,1
625,2,1,9,26,24,1.08,5,2,0.213,16.4,3,0,0,1
495,0,3,250,15,13,1.15,6,2,0.196,19.9,0,1,1,1
495,0,3,250,16,14,1.14,8,0,0.18,16.4,1,0,0,1
495,0,3,250,26,15,1.73,9,2,0.237,20.9,0,2,2,1
495,0,3,250,19,13,1.46,4,2,0.201,16.1,1,3,3,1
495,0,3,131,20,21,0.95,3,0,0.24,11.8,1,1,1,0
495,0,3,131,11,18,0.61,5,0,0.227,19.9,0,2,2,0
495,0,3,131,11,20,0.55,3,2,0.23,12.9,1,3,3,0
495,0,3,131,12,17,0.71,6,2,0.168,18.6,1,0,0,0
792,1,0,4,4,7,0.57,0,0,0.138,21.7,0,0,0,0
792,1,0,4,5,8,0.62,1,0,0.219,14.1,3,1,1,0
792,1,0,4,8,8,1,1,0,0.288,19.6,0,3,3,0
792,1,0,4,8,8,1,0,0,0.16,23.3,0,2,2,0
792,1,0,6,9,6,1.5,1,0,0.198,17.0,1,2,2,1
792,1,0,6,13,5,2.6,0,0,0.31,24.1,0,0,0,1
792,1,0,6,5,8,0.62,3,1,0.189,11.8,1,3,3,1
792,1,0,6,4,6,0.67,5,0,0.145,11.5,1,1,1,1
626,2,1,0,23,21,1.1,12,1,0.184,16.2,1,0,0,0
626,2,1,0,16,27,0.59,4,1,0.217,10.6,3,1,1,0
626,2,1,0,29,27,1.07,7,1,0.223,21.5,1,4,4,0
626,2,1,0,26,24,1.08,12,3,0.238,17.8,0,2,2,0
626,2,1,7,25,25,1,5,1,0.287,16.0,3,0,0,1
626,2,1,7,28,24,1.17,10,0,0.252,19.3,0,4,4,1
626,2,1,7,30,22,1.36,4,0,0.292,12.7,1,3,3,1
626,2,1,7,16,23,0.7,9,1,0.244,16.8,3,1,1,1
592,0,4,177,19,23,0.83,6,3,0.19,14.0,3,1,1,0
592,0,4,177,26,17,1.53,2,2,0.232,17.6,1,0,0,0
592,0,4,177,19,25,0.76,10,1,0.237,14.2,3,3,3,0
592,0,4,177,17,21,0.81,9,2,0.22,15.1,3,2,2,0
592,0,4,250,31,19,1.63,7,2,0.222,14.1,3,0,0,1
592,0,4,250,16,22,0.73,9,2,0.144,12.2,1,2,2,1
592,0,4,250,21,22,0.95,11,2,0.192,21.0,1,3,3,1
592,0,4,250,18,18,1,3,3,0.22,13.5,3,1,1,1
675,1,0,3,6,6,1,2,0,0.127,27.4,0,1,1,0
675,1,0,3,3,6,0.5,2,0,0.129,15.1,0,0,0,0
675,1,0,3,12,7,1.71,1,1,0.227,13.7,1,3,3,0
675,1,0,3,2,6,0.33,2,0,0.188,7.4m,1,2,2,0
675,1,0,6,9,5,1.8,2,0,0.211,11.7,1,0,0,1
675,1,0,6,7,6,1.17,1,0,0.19,21.7,0,4,4,1
675,1,0,6,5,6,0.83,1,0,0.2,11.6,0,3,3,1
675,1,0,6,4,7,0.57,1,0,0.339,8.9m,1,1,1,1
626,2,1,8,26,23,1.13,8,1,0.227,16.9,0,1,1,0
626,2,1,8,27,23,1.17,12,2,0.291,17.8,0,0,0,0
626,2,1,8,28,24,1.17,7,1,0.267,14.5,3,4,4,0
626,2,1,8,25,27,0.93,3,2,0.242,10.8,3,2,2,0
626,2,1,9,27,26,1.04,10,1,0.236,14.2,1,0,0,1
626,2,1,9,26,24,1.08,7,2,0.208,13.2,3,4,4,1
626,2,1,9,19,26,0.73,10,1,0.23,13.7,0,2,2,1
626,2,1,9,25,30,0.83,9,2,0.25,13.0,3,1,1,1
625,0,4,226,18,22,0.82,8,4,0.231,13.8,3,3,3,0
625,0,4,226,22,20,1.1,11,3,0.207,11.0,3,1,1,0
625,0,4,226,20,25,0.8,8,1,0.249,15.6,1,0,0,0
625,0,4,226,22,23,0.96,7,1,0.195,13.8,3,2,2,0
625,0,4,250,21,23,0.91,12,1,0.209,12.5,3,3,3,1
625,0,4,250,17,21,0.81,5,2,0.203,13.1,1,2,2,1
625,0,4,250,25,21,1.19,15,2,0.227,11.5,3,1,1,1
625,0,4,250,27,17,1.59,10,1,0.253,13.6,1,0,0,1
266,1,0,2,5,6,0.83,1,0,0.164,21.1,1,3,3,0
266,1,0,2,5,7,0.71,0,0,0.154,27.5,1,1,1,0
266,1,0,2,4,6,0.67,3,1,0.286,20.4,0,0,0,0
266,1,0,2,3,7,0.43,1,0,0.16,6.6m,3,2,2,0
266,1,0,2,10,5,2,1,0,0.212,11.0,3,3,3,0
266,1,0,2,3,5,0.6,0,2,0.227,15.5,1,2,2,0
266,1,0,2,8,4,2,0,0,0.12,27.0,1,1,1,0
266,1,0,2,5,3,1.67,2,0,0.074,0.0m,0,0,0,0
656,0,4,250,22,22,1,8,2,0.247,13.3,1,2,2,1
656,0,4,250,21,23,0.91,7,2,0.2,13.0,1,3,3,1
656,0,4,250,16,25,0.64,13,0,0.201,10.9,3,0,0,1
656,0,4,250,28,25,1.12,3,3,0.226,10.9,3,1,1,1
656,0,4,243,24,20,1.2,9,1,0.266,15.0,1,3,3,0
656,0,4,243,25,20,1.25,11,2,0.202,17.6,3,0,0,0
656,0,4,243,25,23,1.09,6,3,0.246,16.4,1,2,2,0
656,0,4,243,21,25,0.84,5,3,0.238,10.4,3,1,1,0
625,2,1,5,20,25,0.8,7,2,0.213,15.7,3,3,3,0
625,2,1,5,28,25,1.12,14,2,0.216,12.4,3,1,1,0
625,2,1,5,21,27,0.78,14,0,0.254,16.8,1,0,0,0
625,2,1,5,31,27,1.15,6,3,0.228,16.5,1,4,4,0
625,2,1,6,29,24,1.21,9,2,0.208,12.1,3,2,2,1
625,2,1,6,23,26,0.88,11,0,0.22,12.0,3,4,4,1
625,2,1,6,22,28,0.79,10,1,0.24,15.4,1,1,1,1
625,2,1,6,30,22,1.36,19,2,0.251,20.8,0,0,0,1
816,1,0,6,4,5,0.8,4,0,0.175,14.3,1,2,2,1
816,1,0,6,9,4,2.25,1,0,0.168,24.7,0,3,3,1
816,1,0,6,8,6,1.33,3,0,0.208,10.5,3,0,0,1
816,1,0,6,11,7,1.57,1,0,0.177,22.7,0,1,1,1
816,1,0,4,5,9,0.56,1,0,0.154,16.0,1,3,3,0
816,1,0,4,3,9,0.33,2,0,0.168,9.6m,1,0,0,0
816,1,0,4,4,6,0.67,4,1,0.18,13.0,1,2,2,0
816,1,0,4,10,8,1.25,0,0,0.273,19.4,1,1,1,0
625,2,1,3,26,22,1.18,2,1,0.284,15.1,1,4,4,0
625,2,1,3,22,23,0.96,13,1,0.243,18.6,0,3,3,0
625,2,1,3,17,25,0.68,9,2,0.2,13.2,3,0,0,0
625,2,1,3,23,26,0.88,6,2,0.212,12.3,3,1,1,0
625,2,1,8,15,18,0.83,6,0,0.248,12.8,1,3,3,1
625,2,1,8,24,23,1.04,7,1,0.224,11.5,3,0,0,1
625,2,1,8,31,20,1.55,7,1,0.252,19.1,0,2,2,1
625,2,1,8,26,27,0.96,6,4,0.237,14.8,1,1,1,1
546,0,4,250,24,21,1.14,6,1,0.235,16.9,3,2,2,1
546,0,4,250,20,10,2,8,2,0.251,17.6,1,1,1,1
546,0,4,250,14,21,0.67,13,2,0.185,10.3,3,0,0,1
546,0,4,250,25,20,1.25,9,2,0.292,12.1,3,3,3,1
546,0,4,159,16,23,0.7,10,0,0.234,13.4,3,0,0,0
546,0,4,159,20,19,1.05,7,0,0.209,12.2,3,1,1,0
546,0,4,159,18,21,0.86,8,1,0.101,15.0,3,2,2,0
546,0,4,159,18,20,0.9,7,2,0.196,15.7,1,3,3,0
445,0,3,250,18,12,1.5,3,1,0.225,16.5,1,2,2,1
445,0,3,250,21,12,1.75,6,1,0.243,18.5,0,3,3,1
445,0,3,250,13,12,1.08,10,0,0.216,18.2,3,0,0,1
445,0,3,250,18,8,2.25,4,0,0.208,16.6,3,1,1,1
445,0,3,55,9,19,0.47,6,0,0.24,15.8,1,3,3,0
445,0,3,55,16,17,0.94,3,1,0.203,11.8,3,0,0,0
445,0,3,55,8,16,0.5,6,2,0.14,22.2,0,2,2,0
445,0,3,55,11,18,0.61,2,1,0.255,14.0,0,1,1,0
765,1,0,3,6,7,0.86,1,1,0.227,17.2,1,2,2,0
765,1,0,3,7,5,1.4,2,1,0.227,23.2,1,1,1,0
765,1,0,3,3,8,0.38,2,0,0.142,15.7,1,0,0,0
765,1,0,3,6,9,0.67,2,0,0.196,17.9,1,3,3,0
765,1,0,6,6,6,1,3,0,0.262,14.2,0,0,0,1
765,1,0,6,7,5,1.4,1,0,0.199,12.5,3,1,1,1
765,1,0,6,8,6,1.33,1,3,0.13,19.1,0,2,2,1
765,1,0,6,8,5,1.6,1,0,0.191,24.0,0,3,3,1
551,0,4,250,21,17,1.24,3,1,0.213,18.2,3,1,1,1
551,0,4,250,20,20,1,7,2,0.239,16.5,1,2,2,1
551,0,4,250,22,20,1.1,7,1,0.199,15.7,1,0,0,1
551,0,4,250,16,18,0.89,2,1,0.233,15.7,3,3,3,1
551,0,4,196,14,20,0.7,11,1,0.218,15.8,1,3,3,0
551,0,4,196,15,21,0.71,11,2,0.2,13.9,3,0,0,0
551,0,4,196,21,17,1.24,11,2,0.227,15.0,3,2,2,0
551,0,4,196,25,21,1.19,7,2,0.24,14.8,1,1,1,0
625,2,1,5,28,24,1.17,5,1,0.239,11.0,3,4,4,0
625,2,1,5,23,23,1,8,2,0.262,21.0,0,1,1,0
625,2,1,5,18,23,0.78,7,3,0.171,11.3,1,0,0,0
625,2,1,5,17,26,0.65,10,1,0.253,12.4,3,3,3,0
625,2,1,9,32,23,1.39,5,2,0.236,12.2,3,0,0,1
625,2,1,9,23,21,1.1,9,1,0.249,11.0,3,1,1,1
625,2,1,9,21,19,1.11,11,0,0.111,21.7,1,4,4,1
625,2,1,9,20,23,0.87,15,3,0.223,21.0,0,3,3,1
652,0,3,250,20,23,0.87,7,3,0.243,16.9,1,2,2,1
652,0,3,250,23,20,1.15,10,2,0.206,16.7,0,1,1,1
652,0,3,250,20,20,1,12,4,0.2,15.1,1,0,0,1
652,0,3,250,25,19,1.32,7,3,0.275,10.9,3,3,3,1
652,0,3,213,26,22,1.18,5,0,0.222,16.7,1,0,0,0
652,0,3,213,21,25,0.84,4,1,0.202,14.4,3,1,1,0
652,0,3,213,20,18,1.11,9,1,0.068,15.7,0,2,2,0
652,0,3,213,14,23,0.61,8,0,0.167,17.6,1,3,3,0
936,1,0,6,12,6,2,2,0,0.23,18.1,1,1,1,1
936,1,0,6,5,6,0.83,4,0,0.12,17.3,0,2,2,1
936,1,0,6,7,7,1,6,1,0.172,16.9,1,0,0,1
936,1,0,6,6,6,1,0,0,0.242,16.9,1,3,3,1
936,1,0,4,6,7,0.86,2,1,0.17,16.1,0,3,3,0
936,1,0,4,7,7,1,1,2,0.2,11.6,1,0,0,0
936,1,0,4,8,7,1.14,1,0,0.189,20.4,0,2,2,0
936,1,0,4,4,9,0.44,1,1,0.149,25.0,0,1,1,0
626,2,1,13,23,18,1.28,8,2,0.238,16.6,1,4,4,1
626,2,1,13,26,17,1.53,6,0,0.241,26.8,0,2,2,1
626,2,1,13,25,23,1.09,4,0,0.265,16.7,1,0,0,1
626,2,1,13,30,20,1.5,6,2,0.253,11.6,3,3,3,1
626,2,1,0,19,26,0.73,5,1,0.175,12.6,1,2,2,0
626,2,1,0,20,29,0.69,11,1,0.216,16.7,1,0,0,0
626,2,1,0,15,23,0.65,12,2,0.211,21.7,0,4,4,0
626,2,1,0,24,26,0.92,7,0,0.269,19.0,1,1,1,0
719,1,1,6,6,6,1,2,0,0.168,20.1,1,2,2,1
719,1,1,6,7,5,1.4,3,0,0.203,18.7,0,1,1,1
719,1,1,6,9,7,1.29,3,1,0.223,16.6,1,0,0,1
719,1,1,6,8,7,1.14,0,0,0.25,15.1,3,3,3,1
719,1,1,4,3,9,0.33,2,0,0.229,12.1,1,0,0,0
719,1,1,4,7,8,0.88,3,0,0.229,9.4m,3,1,1,0
719,1,1,4,10,7,1.43,0,0,0.099,17.7,0,2,2,0
719,1,1,4,5,6,0.83,1,0,0.206,29.1,0,3,3,0
602,0,1,140,24,23,1.04,7,4,0.221,18.1,0,1,1,0
602,0,1,140,21,26,0.81,11,2,0.195,16.4,1,0,0,0
602,0,1,140,20,29,0.69,10,2,0.169,16.3,1,2,2,0
602,0,1,140,17,24,0.71,6,0,0.227,14.0,3,3,3,0
602,0,1,250,29,18,1.61,6,3,0.249,13.5,1,3,3,1
602,0,1,250,18,22,0.82,15,1,0.183,12.4,3,0,0,1
602,0,1,250,27,25,1.08,9,3,0.215,25.5,0,2,2,1
602,0,1,250,28,17,1.65,8,2,0.226,12.9,1,1,1,1
578,1,3,6,6,2,3,1,0,0.204,20.3,0,1,1,1
578,1,3,6,5,0,5,1,0,0.164,24.0,0,0,0,1
578,1,3,6,9,1,9,1,0,0.156,12.5,0,2,2,1
578,1,3,6,3,5,0.6,0,0,0.187,5.7m,3,3,3,1
578,1,3,0,3,6,0.5,0,1,0.131,16.5,0,3,3,0
578,1,3,0,2,6,0.33,1,0,0.129,21.0,3,0,0,0
578,1,3,0,3,6,0.5,0,0,0.128,21.7,1,2,2,0
578,1,3,0,0,6,0,0,0,0.126,0.0m,1,1,1,0
636,0,1,160,26,27,0.96,6,2,0.236,17.8,0,1,1,0
636,0,1,160,16,28,0.57,13,0,0.187,14.0,1,2,2,0
636,0,1,160,24,27,0.89,7,3,0.223,12.5,3,0,0,0
636,0,1,160,25,23,1.09,4,2,0.208,16.0,1,3,3,0
636,0,1,250,19,20,0.95,2,0,0.243,16.1,1,3,3,1
636,0,1,250,33,22,1.5,3,3,0.203,13.9,1,1,1,1
636,0,1,250,31,24,1.29,14,2,0.27,19.0,0,0,0,1
636,0,1,250,22,25,0.88,10,2,0.212,17.6,1,2,2,1
718,1,3,6,3,6,0.5,3,0,0.16,13.9,0,1,1,1
718,1,3,6,13,8,1.62,1,1,0.325,14.0,2,2,2,1
718,1,3,6,8,6,1.33,2,0,0.211,11.9,1,0,0,1
718,1,3,6,3,5,0.6,1,1,0.138,15.4,0,3,3,1
718,1,3,4,5,6,0.83,3,1,0.234,13.1,3,3,3,0
718,1,3,4,6,7,0.86,4,0,0.155,15.1,0,1,1,0
718,1,3,4,6,8,0.75,3,0,0.224,20.8,0,0,0,0
718,1,3,4,8,6,1.33,3,0,0.188,17.2,1,2,2,0
626,2,2,10,29,17,1.71,15,2,0.253,14.6,1,1,1,1
626,2,2,10,23,22,1.05,6,5,0.229,12.3,3,0,0,1
626,2,2,10,30,25,1.2,6,0,0.25,12.9,3,4,4,1
626,2,2,10,23,20,1.15,5,1,0.254,9.9m,3,3,3,1
626,2,2,5,18,26,0.69,9,1,0.24,15.9,1,4,4,0
626,2,2,5,21,28,0.75,6,2,0.266,10.0,3,0,0,0
626,2,2,5,20,24,0.83,7,3,0.234,17.1,1,2,2,0
626,2,2,5,25,27,0.93,9,1,0.284,12.4,3,1,1,0
532,0,0,250,25,14,1.79,9,2,0.298,23.0,0,1,1,1
532,0,0,250,15,11,1.36,7,1,0.164,17.7,1,0,0,1
532,0,0,250,17,21,0.81,5,0,0.177,22.0,0,2,2,1
532,0,0,250,15,14,1.07,6,0,0.161,12.3,1,3,3,1
532,0,0,167,15,18,0.83,8,1,0.208,14.5,1,3,3,0
532,0,0,167,13,16,0.81,4,1,0.183,14.7,1,0,0,0
532,0,0,167,17,19,0.89,3,1,0.198,23.9,0,2,2,0
532,0,0,167,15,19,0.79,9,2,0.212,17.0,0,1,1,0
625,2,2,4,33,24,1.38,6,2,0.24,14.4,1,1,1,0
625,2,2,4,25,26,0.96,9,4,0.233,14.6,3,4,4,0
625,2,2,4,17,30,0.57,9,1,0.224,12.9,3,0,0,0
625,2,2,4,24,27,0.89,7,2,0.24,11.7,3,3,3,0
625,2,2,10,15,29,0.52,11,1,0.242,10.3,3,3,3,1
625,2,2,10,32,24,1.33,7,2,0.22,12.4,3,1,1,1
625,2,2,10,21,23,0.91,6,0,0.264,12.5,1,0,0,1
625,2,2,10,38,24,1.58,6,5,0.284,11.9,3,4,4,1
652,0,0,198,30,22,1.36,7,4,0.191,16.8,1,1,1,0
652,0,0,198,19,23,0.83,11,0,0.174,21.5,0,2,2,0
652,0,0,198,20,22,0.91,9,1,0.185,11.8,1,0,0,0
652,0,0,198,16,22,0.73,8,0,0.207,16.6,1,3,3,0
652,0,0,250,20,19,1.05,2,0,0.237,14.3,1,3,3,1
652,0,0,250,26,21,1.24,9,3,0.225,17.3,0,1,1,1
652,0,0,250,21,20,1.05,9,2,0.207,22.0,0,0,0,1
652,0,0,250,22,25,0.88,5,0,0.195,13.8,1,2,2,1
667,0,1,250,29,24,1.21,15,4,0.259,12.4,3,0,0,1
667,0,1,250,26,22,1.18,16,0,0.256,21.4,0,1,1,1
667,0,1,250,30,24,1.25,15,0,0.246,13.7,1,3,3,1
667,0,1,250,22,23,0.96,12,2,0.183,15.8,1,2,2,1
667,0,1,198,19,25,0.76,8,1,0.175,15.3,1,3,3,0
667,0,1,198,23,26,0.88,7,1,0.206,12.4,1,0,0,0
667,0,1,198,20,25,0.8,13,2,0.204,24.5,0,2,2,0
667,0,1,198,31,31,1,10,2,0.246,19.4,1,1,1,0
706,1,3,3,3,8,0.38,0,0,0.181,13.6,0,2,2,0
706,1,3,3,11,8,1.38,1,0,0.24,32.0,0,0,0,0
706,1,3,3,4,6,0.67,1,1,0.179,5.5m,1,3,3,0
706,1,3,3,4,5,0.8,3,0,0.147,7.6m,3,1,1,0
706,1,3,6,2,5,0.4,4,0,0.197,12.2,1,3,3,1
706,1,3,6,5,7,0.71,3,0,0.299,13.3,3,0,0,1
706,1,3,6,12,5,2.4,1,0,0.235,12.4,3,2,2,1
706,1,3,6,7,5,1.4,3,0,0.188,15.9,0,1,1,1
626,2,2,7,29,22,1.32,6,3,0.243,8.9m,3,0,0,1
626,2,2,7,28,20,1.4,7,2,0.237,13.2,1,4,4,1
626,2,2,7,29,22,1.32,11,1,0.269,12.3,3,3,3,1
626,2,2,7,14,22,0.64,12,1,0.2,9.9m,3,1,1,1
626,2,2,2,27,25,1.08,6,1,0.217,11.3,3,2,2,0
626,2,2,2,20,29,0.69,14,1,0.218,11.8,3,0,0,0
626,2,2,2,14,21,0.67,10,0,0.226,13.2,3,4,4,0
626,2,2,2,24,25,0.96,9,1,0.205,13.0,3,1,1,0
609,0,1,168,23,24,0.96,8,3,0.218,13.3,1,0,0,0
609,0,1,168,22,23,0.96,8,5,0.172,16.5,1,2,2,0
609,0,1,168,28,26,1.08,7,0,0.212,22.4,0,3,3,0
609,0,1,168,18,25,0.72,9,0,0.179,12.2,3,1,1,0
609,0,1,250,29,26,1.12,9,1,0.241,16.1,3,0,0,1
609,0,1,250,17,21,0.81,4,0,0.177,13.4,3,1,1,1
609,0,1,250,30,23,1.3,6,1,0.084,15.7,1,2,2,1
609,0,1,250,22,21,1.05,9,0,0.203,20.6,0,3,3,1
502,0,0,250,24,18,1.33,10,0,0.255,18.7,0,0,0,1
502,0,0,250,23,13,1.77,9,1,0.212,22.8,0,1,1,1
502,0,0,250,16,14,1.14,10,0,0.202,15.2,1,3,3,1
502,0,0,250,17,12,1.42,7,4,0.195,22.1,0,2,2,1
502,0,0,92,12,21,0.57,2,0,0.15,21.8,0,3,3,0
502,0,0,92,17,21,0.81,5,0,0.22,14.1,0,0,0,0
502,0,0,92,17,17,1,5,2,0.205,23.0,0,2,2,0
502,0,0,92,11,21,0.52,3,1,0.216,22.3,0,1,1,0
790,1,3,6,11,6,1.83,1,0,0.201,13.0,1,0,0,1
790,1,3,6,6,7,0.86,3,0,0.165,18.6,0,4,4,1
790,1,3,6,9,7,1.29,3,1,0.165,16.0,0,3,3,1
790,1,3,6,5,7,0.71,1,0,0.264,13.4,3,1,1,1
790,1,3,3,5,8,0.62,2,0,0.181,20.2,3,0,0,0
790,1,3,3,8,8,1,1,1,0.232,12.1,3,1,1,0
790,1,3,3,11,7,1.57,1,0,0.1,13.7,1,2,2,0
790,1,3,3,3,8,0.38,3,0,0.158,31.6,0,3,3,0
753,2,2,4,21,27,0.78,9,0,0.221,13.4,1,0,0,0
753,2,2,4,24,27,0.89,6,0,0.214,10.5,3,4,4,0
753,2,2,4,21,26,0.81,14,1,0.189,11.5,3,2,2,0
753,2,2,4,30,27,1.11,3,2,0.241,13.3,3,1,1,0
753,2,2,6,27,28,0.96,5,1,0.264,11.1,3,0,0,1
753,2,2,6,18,24,0.75,11,1,0.181,11.0,3,1,1,1
753,2,2,6,22,24,0.92,12,0,0.08,10.2,3,4,4,1
753,2,2,6,39,21,1.86,9,3,0.234,16.4,1,2,2,1
544,0,3,250,16,9,1.78,6,2,0.191,14.1,3,3,3,1
544,0,3,250,23,8,2.88,8,0,0.194,16.4,3,1,1,1
544,0,3,250,10,10,1,9,1,0.28,21.6,0,0,0,1
544,0,3,250,23,19,1.21,5,3,0.229,17.3,1,2,2,1
544,0,3,150,5,20,0.25,3,0,0.194,18.2,0,1,1,0
544,0,3,150,16,15,1.07,2,0,0.189,14.9,1,0,0,0
544,0,3,150,12,20,0.6,3,4,0.184,21.0,1,2,2,0
544,0,3,150,13,17,0.76,4,3,0.215,11.8,3,3,3,0
533,0,0,250,20,12,1.67,9,2,0.195,21.2,0,0,0,1
533,0,0,250,13,14,0.93,10,0,0.167,17.3,1,2,2,1
533,0,0,250,23,24,0.96,5,0,0.244,18.1,1,3,3,1
533,0,0,250,26,17,1.53,5,0,0.228,14.4,1,1,1,1
533,0,0,149,16,21,0.76,4,2,0.245,17.2,1,0,0,0
533,0,0,149,17,23,0.74,6,0,0.237,15.1,1,1,1,0
533,0,0,149,21,18,1.17,1,1,0.077,18.1,1,2,2,0
533,0,0,149,13,20,0.65,7,2,0.189,21.7,0,3,3,0
535,1,1,1,0,7,0,2,0,0.29,0.0m,3,3,3,0
535,1,1,1,5,6,0.83,2,0,0.296,12.2,0,1,1,0
535,1,1,1,7,6,1.17,1,1,0.195,25.5,0,0,0,0
535,1,1,1,3,6,0.5,3,1,0.18,18.8,0,2,2,0
535,1,1,6,4,4,1,1,1,0.203,22.9,0,1,1,1
535,1,1,6,7,3,2.33,1,1,0.221,20.9,1,0,0,1
535,1,1,6,6,5,1.2,0,2,0.205,17.3,3,2,2,1
535,1,1,6,8,3,2.67,3,1,0.25,12.6,3,3,3,1
625,2,6,10,15,21,0.71,0,2,0.24,14.1,3,3,3,0
