Duration(s),Mode,Map,Kills,Deaths,Kills/Death,Assists,Headshots,Accuracy(%),Avg. Kill Dist.(m),Favorite Weapon,Favorite Rig,Favorite Trait,Win/Loss,Score
748,1,1,10,7,1.43,2,0,0.251,15.8,0,3,3,0,2
748,1,1,3,8,0.38,2,0,0.162,15.5,3,0,0,0,2
748,1,1,5,6,0.83,1,0,0.199,22.5,0,2,2,0,2
748,1,1,3,6,0.5,2,0,0.188,16.1,2,1,1,0,2
607,1,5,4,7,0.57,2,0,0.143,9.1,3,3,3,0,2
607,1,5,6,7,0.86,0,0,0.176,19.4,1,1,1,0,2
607,1,5,4,7,0.57,3,0,0.19,11,1,0,0,0,2
607,1,5,4,8,0.5,3,0,0.167,12.3,0,2,2,0,2
607,1,5,9,5,1.8,2,0,0.29,13.9,3,0,0,1,6
607,1,5,3,5,0.6,2,0,0.208,8.7,3,1,1,1,6
607,1,5,9,4,2.25,4,1,0.299,19.5,3,3,3,1,6
607,1,5,8,4,2,1,2,0.222,18.8,0,2,2,1,6
626,2,2,18,29,0.62,12,0,0.248,10.9,3,0,0,0,3
626,2,2,16,24,0.67,5,2,0.199,19.9,1,4,4,0,3
626,2,2,26,23,1.13,4,2,0.231,12.5,3,1,1,0,3
626,2,2,23,22,1.05,9,1,0.213,11.8,3,3,3,0,3
626,2,2,23,19,1.21,4,1,0.259,12.5,3,4,4,1,5
626,2,2,22,21,1.05,11,1,0.256,19.9,1,2,2,1,5
626,2,2,25,24,1.04,9,1,0.239,11.3,3,0,0,1,5
626,2,2,27,20,1.35,3,1,0.274,11.5,3,3,3,1,5
625,2,6,28,23,1.22,5,0,0.292,24.6,1,1,1,1,10
625,2,6,24,24,1,11,1,0.291,21.6,0,4,4,1,10
625,2,6,26,23,1.13,10,2,0.203,12.1,3,2,2,1,10
625,2,6,28,20,1.4,12,1,0.229,17.4,3,0,0,1,10
625,2,6,20,28,0.71,11,2,0.239,20.6,0,4,4,0,1
625,2,6,26,23,1.13,8,3,0.217,15.4,1,0,0,0,1
625,2,6,24,28,0.86,6,2,0.219,14.6,3,2,2,0,1
625,2,6,20,27,0.74,13,1,0.235,13.7,1,1,1,0,1
626,2,2,26,26,1,5,3,0.243,9.7,3,4,4,0,6
626,2,2,23,25,0.92,12,1,0.253,14.4,1,0,0,0,6
626,2,2,11,27,0.41,4,1,0.195,12.5,3,3,3,0,6
626,2,2,20,24,0.83,6,2,0.206,11.9,3,1,1,0,6
626,2,2,25,19,1.32,6,1,0.247,17.2,1,4,4,1,11
626,2,2,16,23,0.7,10,1,0.183,13.8,3,0,0,1,11
626,2,2,33,17,1.94,8,1,0.27,18.1,1,2,2,1,11
626,2,2,27,22,1.23,4,1,0.291,10.9,3,1,1,1,11
625,2,6,21,26,0.81,6,2,0.189,14.5,1,3,3,0,8
625,2,6,18,26,0.69,13,0,0.208,14.7,3,0,0,0,8
625,2,6,33,23,1.43,8,1,0.279,13.4,3,2,2,0,8
625,2,6,21,21,1,10,3,0.211,21.1,0,4,4,0,8
625,2,6,23,27,0.85,7,2,0.204,16.8,3,0,0,1,9
625,2,6,26,23,1.13,9,4,0.231,12.1,3,1,1,1,9
625,2,6,23,21,1.1,11,4,0.278,17.2,0,4,4,1,9
625,2,6,24,22,1.09,8,1,0.226,20.4,0,2,2,1,9
513,0,3,9,20,0.45,2,1,0.211,12.8,1,2,2,0,111
513,0,3,8,18,0.44,7,0,0.182,21.9,0,0,0,0,111
513,0,3,8,21,0.38,4,0,0.215,12.5,1,3,3,0,111
513,0,3,12,19,0.63,2,2,0.154,14.7,0,1,1,0,111
513,0,3,24,8,3,6,0,0.277,17.4,1,3,3,1,250
513,0,3,18,10,1.8,6,0,0.182,13.6,3,0,0,1,250
513,0,3,23,8,2.88,10,1,0.227,23.1,0,2,2,1,250
513,0,3,13,11,1.18,5,0,0.23,15.6,0,1,1,1,250
596,0,0,20,23,0.87,7,1,0.225,19.8,0,1,1,0,190
596,0,0,14,24,0.58,10,1,0.165,13.7,1,2,2,0,190
596,0,0,21,25,0.84,6,2,0.2,15.4,1,0,0,0,190
596,0,0,26,20,1.3,5,1,0.266,14.7,1,3,3,0,190
596,0,0,18,18,1,5,0,0.256,21.1,0,3,3,1,250
596,0,0,23,16,1.44,7,1,0.206,15,0,2,2,1,250
596,0,0,22,22,1,7,0,0.217,24.1,0,0,0,1,250
596,0,0,29,25,1.16,6,3,0.268,12.9,1,1,1,1,250
419,0,0,16,6,2.67,6,1,0.211,16.6,1,1,1,1,250
419,0,0,12,10,1.2,5,1,0.206,21.9,0,0,0,1,250
419,0,0,23,10,2.3,4,2,0.27,16.4,1,3,3,1,250
419,0,0,22,8,2.75,8,1,0.233,14.3,1,2,2,1,250
419,0,0,6,18,0.33,3,0,0.137,16.2,0,2,2,0,50
419,0,0,8,21,0.38,0,0,0.206,11.9,1,1,1,0,50
419,0,0,10,14,0.71,0,0,0.172,18.3,0,0,0,0,50
419,0,0,10,20,0.5,1,2,0.213,17.4,0,3,3,0,50
645,0,4,27,24,1.12,18,3,0.235,18.6,0,3,3,1,250
645,0,4,22,21,1.05,13,3,0.197,12.3,3,1,1,1,250
645,0,4,25,19,1.32,9,1,0.242,16,1,0,0,1,250
645,0,4,32,18,1.78,5,4,0.217,13.1,3,2,2,1,250
645,0,4,20,24,0.83,6,1,0.248,15.5,1,2,2,0,242
645,0,4,18,26,0.69,6,1,0.191,14.4,3,3,3,0,242
645,0,4,22,26,0.85,6,2,0.238,15.1,3,1,1,0,242
645,0,4,21,30,0.7,5,2,0.183,10.7,3,0,0,0,242
717,1,1,4,8,0.5,1,1,0.235,9.7,1,1,1,1,6
717,1,1,4,7,0.57,4,0,0.23,17.9,1,2,2,1,6
717,1,1,12,6,2,2,2,0.171,12.1,3,0,0,1,6
717,1,1,14,4,3.5,2,2,0.169,13.9,1,3,3,1,6
717,1,1,6,10,0.6,2,0,0.193,15.7,0,3,3,0,4
717,1,1,7,8,0.88,4,1,0.243,11.2,3,4,4,0,4
717,1,1,6,7,0.86,3,1,0.215,21.7,0,0,0,0,4
717,1,1,6,9,0.67,0,1,0.168,8.8,3,1,1,0,4
712,1,1,0,7,0,3,0,0.081,0,0,1,1,1,6
712,1,1,9,5,1.8,2,2,0.255,21.6,0,0,0,1,6
712,1,1,11,8,1.38,1,2,0.257,12,3,3,3,1,6
712,1,1,12,7,1.71,4,3,0.219,12.7,1,2,2,1,6
712,1,1,2,8,0.25,2,0,0.106,31.2,0,2,2,0,4
712,1,1,4,9,0.44,3,0,0.17,15.8,3,1,1,0,4
712,1,1,11,6,1.83,0,0,0.252,11.5,3,0,0,0,4
712,1,1,10,9,1.11,3,2,0.256,22.7,0,3,3,0,4
625,2,2,29,25,1.16,11,1,0.257,14.2,1,1,1,1,10
625,2,2,24,27,0.89,11,0,0.256,10.9,3,4,4,1,10
625,2,2,20,26,0.77,11,1,0.213,9.5,3,0,0,1,10
625,2,2,38,22,1.73,6,3,0.268,12.6,4,3,3,1,10
625,2,2,33,25,1.32,10,2,0.281,13.4,3,3,3,0,9
625,2,2,16,29,0.55,4,1,0.253,10.4,3,4,4,0,9
625,2,2,28,28,1,10,1,0.246,15.3,1,0,0,0,9
625,2,2,23,29,0.79,6,0,0.236,10.2,3,1,1,0,9
625,2,2,22,23,0.96,9,3,0.218,14,3,1,1,1,9
625,2,2,34,25,1.36,7,1,0.282,13.5,1,0,0,1,9
625,2,2,32,24,1.33,8,0,0.256,9.8,3,3,3,1,9
625,2,2,18,28,0.64,9,2,0.224,9.9,3,2,2,1,9
625,2,2,28,29,0.97,10,4,0.207,12,3,4,4,0,1
625,2,2,31,26,1.19,8,0,0.219,12.7,3,1,1,0,1
625,2,2,27,21,1.29,9,2,0.215,10.9,3,0,0,0,1
625,2,2,14,30,0.47,16,0,0.242,10.5,3,3,3,0,1
957,1,3,8,8,1,4,0,0.25,14.4,3,3,3,0,5
957,1,3,4,8,0.5,3,1,0.131,17.2,3,1,1,0,5
957,1,3,9,5,1.8,4,1,0.371,17.8,0,0,0,0,5
957,1,3,5,9,0.56,2,0,0.192,12.5,1,2,2,0,5
957,1,3,7,5,1.4,2,1,0.218,29.5,0,2,2,1,6
957,1,3,7,7,1,5,1,0.177,26.3,0,3,3,1,6
957,1,3,8,7,1.14,3,0,0.21,13.5,3,1,1,1,6
957,1,3,8,7,1.14,3,1,0.245,27.3,2,0,0,1,6
559,0,4,19,22,0.86,8,1,0.216,13,1,1,1,0,189
559,0,4,13,22,0.59,5,0,0.206,12,3,0,0,0,189
559,0,4,22,20,1.1,8,2,0.07,12.4,3,2,2,0,189
559,0,4,17,24,0.71,5,1,0.237,11.4,3,3,3,0,189
559,0,4,21,17,1.24,8,2,0.242,11,3,2,2,1,250
559,0,4,19,17,1.12,5,1,0.181,10.8,3,1,1,1,250
559,0,4,28,16,1.75,6,2,0.126,13,3,0,0,1,250
559,0,4,20,22,0.91,10,1,0.242,16.1,1,3,3,1,250
704,0,3,27,22,1.23,12,1,0.238,21.3,0,1,1,1,250
704,0,3,22,25,0.88,9,2,0.194,14.5,1,2,2,1,250
704,0,3,28,23,1.22,10,0,0.252,13.2,3,0,0,1,250
704,0,3,28,23,1.22,9,0,0.234,16.2,1,3,3,1,250
704,0,3,26,27,0.96,12,2,0.252,12.7,1,3,3,0,223
704,0,3,20,27,0.74,10,1,0.203,18.6,0,2,2,0,223
704,0,3,21,26,0.81,8,0,0.238,14.7,1,0,0,0,223
704,0,3,26,25,1.04,8,3,0.208,16,1,1,1,0,223
625,2,1,22,21,1.05,4,0,0.28,13.2,3,3,3,1,7
625,2,1,23,23,1,10,0,0.215,12.5,3,1,1,1,7
625,2,1,33,22,1.5,10,1,0.286,14.5,1,0,0,1,7
625,2,1,22,21,1.05,8,1,0.223,15.2,1,4,4,1,7
625,2,1,22,24,0.92,11,0,0.222,16.9,0,2,2,0,3
625,2,1,22,23,0.96,8,1,0.183,16.7,1,3,3,0,3
625,2,1,21,25,0.84,9,0,0.228,11.6,3,4,4,0,3
625,2,1,22,28,0.79,9,2,0.263,11.4,3,0,0,0,3
601,1,3,7,6,1.17,1,1,0.278,18.1,0,1,1,0,2
601,1,3,4,6,0.67,2,0,0.194,23.2,0,0,0,0,2
601,1,3,3,7,0.43,2,0,0.071,24.6,1,2,2,0,2
601,1,3,6,6,1,1,0,0.292,7,3,3,3,0,2
601,1,3,9,6,1.5,4,0,0.202,8.4,3,0,0,1,6
601,1,3,3,5,0.6,1,0,0.143,11.1,3,1,1,1,6
601,1,3,9,5,1.8,3,0,0.108,12.1,1,2,2,1,6
601,1,3,3,5,0.6,6,1,0.184,27.5,0,3,3,1,6
647,0,0,27,20,1.35,2,3,0.215,14.8,3,3,3,1,250
647,0,0,22,23,0.96,9,3,0.18,20.8,1,1,1,1,250
647,0,0,23,22,1.05,13,2,0.245,21.4,0,0,0,1,250
647,0,0,20,23,0.87,13,0,0.209,18.3,0,2,2,1,250
647,0,0,20,22,0.91,12,0,0.222,19.3,0,2,2,0,220
647,0,0,21,26,0.81,8,1,0.166,23.9,0,3,3,0,220
647,0,0,22,20,1.1,10,0,0.183,20.3,1,1,1,0,220
647,0,0,25,24,1.04,10,3,0.201,27.5,1,0,0,0,220
625,2,1,18,26,0.69,10,1,0.23,16.5,0,1,1,0,4
625,2,1,23,21,1.1,6,2,0.243,13,1,0,0,0,4
625,2,1,17,29,0.59,13,1,0.059,11.1,3,2,2,0,4
625,2,1,29,26,1.12,7,1,0.207,10.1,3,4,4,0,4
625,2,1,26,26,1,8,3,0.27,11.8,3,0,0,1,5
625,2,1,25,23,1.09,7,1,0.222,9,3,1,1,1,5
625,2,1,24,19,1.26,9,1,0.124,17.7,1,4,4,1,5
625,2,1,27,19,1.42,7,0,0.249,19.3,0,3,3,1,5
582,0,4,26,27,0.96,8,1,0.209,12.9,3,1,1,0,187
582,0,4,15,21,0.71,11,3,0.181,14.9,1,0,0,0,187
582,0,4,29,20,1.45,11,1,0.248,16.8,1,2,2,0,187
582,0,4,13,24,0.54,8,2,0.243,16,3,3,3,0,187
582,0,4,22,20,1.1,11,3,0.265,16.9,3,0,0,1,250
582,0,4,24,19,1.26,7,4,0.198,15.6,1,2,2,1,250
582,0,4,21,26,0.81,10,0,0.214,15.1,1,3,3,1,250
582,0,4,24,18,1.33,4,0,0.221,14.3,3,1,1,1,250
538,0,4,23,23,1,7,3,0.213,14.1,3,0,0,0,130
538,0,4,23,27,0.85,6,4,0.21,13.4,3,1,1,0,130
538,0,4,16,26,0.62,6,2,0.235,11.5,3,3,3,0,130
538,0,4,18,24,0.75,11,0,0.194,12.2,1,2,2,0,130
538,0,4,21,20,1.05,6,1,0.19,16.9,3,3,3,1,250
538,0,4,23,21,1.1,11,1,0.212,12.6,1,2,2,1,250
538,0,4,22,22,1,6,3,0.276,13.5,3,1,1,1,250
538,0,4,34,17,2,15,2,0.297,19.7,1,0,0,1,250
680,1,3,5,8,0.62,3,1,0.282,20.6,3,1,1,0,4
680,1,3,7,7,1,0,0,0.235,16.7,0,0,0,0,4
680,1,3,7,8,0.88,2,2,0.21,19.8,1,2,2,0,4
680,1,3,4,7,0.57,2,0,0.166,7.6,3,3,3,0,4
680,1,3,5,7,0.71,2,0,0.172,15.9,1,0,0,1,6
680,1,3,10,5,2,1,0,0.213,21.8,0,4,4,1,6
680,1,3,7,6,1.17,1,0,0.263,18.6,1,3,3,1,6
680,1,3,8,6,1.33,3,2,0.223,14.3,3,1,1,1,6
582,0,4,16,20,0.8,9,1,0.225,14.2,3,3,3,0,216
582,0,4,23,20,1.15,2,1,0.252,12.1,3,2,2,0,216
582,0,4,25,22,1.14,11,2,0.223,13.4,1,0,0,0,216
582,0,4,25,22,1.14,4,2,0.228,12,3,1,1,0,216
582,0,4,22,27,0.81,10,0,0.226,15.9,1,2,2,1,250
582,0,4,19,22,0.86,12,1,0.19,12.6,3,0,0,1,250
582,0,4,20,21,0.95,9,2,0.2,10.2,3,3,3,1,250
582,0,4,23,19,1.21,7,1,0.274,17.4,1,1,1,1,250
672,1,3,6,8,0.75,2,0,0.211,11.5,3,0,0,0,3
672,1,3,5,8,0.62,1,0,0.147,16.6,0,1,1,0,3
672,1,3,5,8,0.62,2,0,0.178,8.7,3,3,3,0,3
672,1,3,3,7,0.43,1,0,0.132,22.4,0,4,4,0,3
672,1,3,6,5,1.2,2,1,0.162,9.5,3,3,3,1,6
672,1,3,5,4,1.25,4,1,0.13,7.4,1,2,2,1,6
672,1,3,8,5,1.6,2,1,0.246,18.7,0,1,1,1,6
672,1,3,12,5,2.4,1,1,0.278,36.2,0,0,0,1,6
507,0,4,17,22,0.77,7,0,0.193,17.1,3,0,0,0,94
507,0,4,14,23,0.61,6,0,0.182,15.1,1,1,1,0,94
507,0,4,16,20,0.8,7,5,0.239,15.9,1,2,2,0,94
507,0,4,16,22,0.73,5,0,0.218,9.7,3,3,3,0,94
507,0,4,14,18,0.78,9,0,0.166,12.5,3,2,2,1,250
507,0,4,31,13,2.38,4,4,0.248,17.3,1,1,1,1,250
507,0,4,20,19,1.05,14,1,0.244,17.5,1,0,0,1,250
507,0,4,22,14,1.57,7,1,0.206,13.5,3,3,3,1,250
625,2,1,21,24,0.88,5,1,0.216,14.2,3,1,1,0,4
625,2,1,21,28,0.75,7,7,0.236,16.8,1,0,0,0,4
625,2,1,21,20,1.05,9,2,0.214,20.8,0,4,4,0,4
625,2,1,15,28,0.54,6,1,0.203,12.4,1,3,3,0,4
625,2,1,27,18,1.5,11,2,0.242,16.7,1,0,0,1,14
625,2,1,23,20,1.15,7,2,0.258,16.7,3,4,4,1,14
625,2,1,28,18,1.56,6,0,0.205,19.9,1,3,3,1,14
625,2,1,22,22,1,2,1,0.229,13.4,3,1,1,1,14
710,1,3,6,7,0.86,3,1,0.245,26.7,0,3,3,0,2
710,1,3,7,7,1,0,0,0.181,14,3,2,2,0,2
710,1,3,5,6,0.83,2,0,0.188,11.7,0,0,0,0,2
710,1,3,3,8,0.38,0,0,0.138,8.2,3,1,1,0,2
710,1,3,6,5,1.2,1,2,0.212,11.3,2,2,2,1,6
710,1,3,8,5,1.6,1,0,0.197,10.8,3,0,0,1,6
710,1,3,10,5,2,2,1,0.239,18.9,1,3,3,1,6
710,1,3,4,6,0.67,2,0,0.197,19.8,1,1,1,1,6
625,2,1,21,30,0.7,6,2,0.226,13,3,0,0,0,2
625,2,1,27,25,1.08,12,1,0.244,13.6,1,1,1,0,2
625,2,1,18,25,0.72,6,2,0.229,11.9,3,3,3,0,2
625,2,1,21,25,0.84,8,4,0.197,18.8,0,4,4,0,2
625,2,1,25,25,1,7,1,0.18,12.3,3,2,2,1,6
625,2,1,24,21,1.14,12,2,0.24,16.2,1,4,4,1,6
625,2,1,36,20,1.8,6,1,0.27,17,1,1,1,1,6
625,2,1,20,21,0.95,7,0,0.276,21.1,0,0,0,1,6
747,1,3,11,6,1.83,1,0,0.24,14.8,0,0,0,1,6
747,1,3,4,7,0.57,2,0,0.171,18.7,0,1,1,1,6
747,1,3,8,6,1.33,3,0,0.218,10.6,1,2,2,1,6
747,1,3,4,7,0.57,0,0,0.128,13.2,1,3,3,1,6
747,1,3,8,6,1.33,2,0,0.198,24,0,2,2,0,4
747,1,3,8,7,1.14,0,0,0.19,35.8,0,1,1,0,4
747,1,3,5,8,0.62,1,0,0.233,12.5,3,0,0,0,4
747,1,3,5,6,0.83,4,0,0.223,11.2,3,3,3,0,4
625,2,1,25,20,1.25,11,0,0.247,17.7,1,4,4,1,11
625,2,1,26,17,1.53,7,0,0.262,22.4,0,2,2,1,11
625,2,1,35,22,1.59,7,2,0.232,18.6,1,0,0,1,11
625,2,1,19,23,0.83,8,0,0.24,11.1,3,1,1,1,11
625,2,1,16,29,0.55,9,0,0.234,15.2,1,4,4,0,2
625,2,1,25,25,1,8,1,0.171,14.8,1,0,0,0,2
625,2,1,16,27,0.59,4,0,0.168,18.2,0,3,3,0,2
625,2,1,25,24,1.04,3,5,0.246,17.6,1,1,1,0,2
625,2,1,27,22,1.23,6,1,0.199,14.5,1,0,0,0,7
625,2,1,17,26,0.65,5,0,0.197,14.5,1,1,1,0,7
625,2,1,21,25,0.84,4,0,0.22,14.9,3,4,4,0,7
625,2,1,20,23,0.87,3,0,0.261,12.8,3,3,3,0,7
625,2,1,23,22,1.05,5,0,0.288,16.6,3,4,4,1,10
625,2,1,30,20,1.5,9,4,0.287,24.9,0,1,1,1,10
625,2,1,20,23,0.87,8,1,0.216,15.6,1,0,0,1,10
625,2,1,23,21,1.1,6,0,0.229,12,3,3,3,1,10
402,0,0,7,10,0.7,1,0,0.223,23.1,1,3,3,0,58
402,0,0,6,10,0.6,2,0,0.269,21.2,0,2,2,0,58
402,0,0,9,7,1.29,3,0,0.271,14.5,1,0,0,0,58
402,0,0,2,9,0.22,2,0,0.244,18.5,0,1,1,0,58
402,0,0,5,6,0.83,2,2,0.22,21.1,0,2,2,1,223
402,0,0,4,7,0.57,1,0,0.153,21.6,0,0,0,1,223
402,0,0,17,5,3.4,0,1,0.317,37.8,0,3,3,1,223
402,0,0,10,6,1.67,1,0,0.217,19.5,1,1,1,1,223
620,0,4,26,17,1.53,13,6,0.21,16.5,1,2,2,1,250
620,0,4,21,30,0.7,11,3,0.251,15.5,1,1,1,1,250
620,0,4,25,20,1.25,9,2,0.219,15,1,0,0,1,250
620,0,4,20,25,0.8,10,1,0.205,13.9,3,3,3,1,250
620,0,4,24,22,1.09,10,2,0.228,16.3,1,2,2,0,202
620,0,4,24,22,1.09,11,2,0.21,14.9,3,1,1,0,202
620,0,4,26,25,1.04,12,0,0.236,14.4,1,3,3,0,202
620,0,4,18,23,0.78,4,0,0.192,12.1,3,0,0,0,202
603,0,0,17,21,0.81,8,0,0.216,19.9,0,0,0,0,182
603,0,0,21,22,0.95,6,1,0.232,20.6,0,1,1,0,182
603,0,0,22,17,1.29,3,0,0.204,16.7,1,2,2,0,182
603,0,0,22,21,1.05,4,2,0.259,16,1,3,3,0,182
603,0,0,25,19,1.32,6,4,0.208,17.9,1,2,2,1,250
603,0,0,14,19,0.74,13,2,0.24,21.5,0,1,1,1,250
603,0,0,31,19,1.63,4,1,0.207,17.5,1,0,0,1,250
603,0,0,11,25,0.44,7,1,0.231,20.7,1,3,3,1,250
637,0,0,21,21,1,14,1,0.246,17.4,0,0,0,1,250
637,0,0,28,19,1.47,15,1,0.256,24.5,0,1,1,1,250
637,0,0,22,18,1.22,7,3,0.177,14.3,1,3,3,1,250
637,0,0,22,19,1.16,11,1,0.211,18.2,1,2,2,1,250
637,0,0,26,24,1.08,5,1,0.225,16.7,0,0,0,0,217
637,0,0,19,22,0.86,6,2,0.143,15.1,1,3,3,0,217
637,0,0,9,21,0.43,5,0,0.157,22.9,0,2,2,0,217
637,0,0,23,26,0.88,9,1,0.245,16.2,1,1,1,0,217
694,1,3,8,6,1.33,3,0,0.164,23.3,0,2,2,1,6
694,1,3,2,4,0.5,2,0,0.106,29,0,1,1,1,6
694,1,3,9,3,3,3,2,0.291,10.4,3,0,0,1,6
694,1,3,7,5,1.4,2,0,0.209,12,1,3,3,1,6
694,1,3,5,7,0.71,0,0,0.293,21.6,1,2,2,0,2
694,1,3,3,7,0.43,0,0,0.227,14.8,3,1,1,0,2
694,1,3,3,6,0.5,2,1,0.172,13.5,0,3,3,0,2
694,1,3,6,7,0.86,0,1,0.241,14.7,3,0,0,0,2
820,1,1,4,9,0.44,3,0,0.189,14.8,0,2,2,0,4
820,1,1,4,8,0.5,1,0,0.176,26.9,0,0,0,0,4
820,1,1,5,8,0.62,0,0,0.22,17.2,1,3,3,0,4
820,1,1,14,6,2.33,1,0,0.217,18.7,0,1,1,0,4
820,1,1,6,7,0.86,5,0,0.173,16.7,0,0,0,1,6
820,1,1,7,8,0.88,2,0,0.151,13.8,3,3,3,1,6
820,1,1,9,5,1.8,5,0,0.182,24.4,0,2,2,1,6
820,1,1,9,7,1.29,4,2,0.143,22,0,1,1,1,6
625,2,1,15,29,0.52,4,2,0.245,15.6,1,4,4,0,4
625,2,1,25,29,0.86,6,2,0.24,12.1,1,1,1,0,4
625,2,1,20,27,0.74,6,0,0.216,13.6,1,0,0,0,4
625,2,1,26,27,0.96,8,0,0.273,15,1,3,3,0,4
625,2,1,20,22,0.91,6,0,0.243,16.6,1,2,2,1,10
625,2,1,35,17,2.06,6,1,0.32,12.5,3,1,1,1,10
625,2,1,25,25,1,9,2,0.308,14.4,1,4,4,1,10
625,2,1,32,22,1.45,11,0,0.242,13.5,3,0,0,1,10
569,0,4,24,17,1.41,9,1,0.279,18.4,1,2,2,1,250
569,0,4,23,21,1.1,14,1,0.198,15.9,1,3,3,1,250
569,0,4,22,21,1.05,12,2,0.241,15.3,3,0,0,1,250
569,0,4,23,13,1.77,5,1,0.235,12.9,3,1,1,1,250
569,0,4,13,21,0.62,8,0,0.217,15.7,1,3,3,0,181
569,0,4,15,22,0.68,15,1,0.176,12.3,3,0,0,0,181
569,0,4,19,24,0.79,9,1,0.24,13.6,3,2,2,0,181
569,0,4,24,25,0.96,8,0,0.252,17.4,1,1,1,0,181
535,0,0,33,15,2.2,6,1,0.233,25.3,0,1,1,1,250
535,0,0,13,14,0.93,6,0,0.145,22,1,0,0,1,250
535,0,0,23,20,1.15,9,0,0.221,16.6,0,2,2,1,250
535,0,0,17,19,0.89,9,1,0.23,14.6,1,3,3,1,250
535,0,0,17,24,0.71,4,1,0.222,20.5,1,0,0,0,159
535,0,0,19,21,0.9,8,0,0.202,17.7,1,3,3,0,159
535,0,0,18,22,0.82,6,1,0.23,17.5,1,1,1,0,159
535,0,0,14,19,0.74,4,0,0.197,21.6,0,2,2,0,159
626,2,2,29,20,1.45,10,2,0.265,13.7,3,0,0,1,15
626,2,2,23,22,1.05,9,1,0.268,20.9,1,4,4,1,15
626,2,2,30,22,1.36,6,1,0.23,11.1,3,3,3,1,15
626,2,2,26,23,1.13,7,1,0.229,12,3,1,1,1,15
626,2,2,20,26,0.77,7,1,0.231,13.4,3,4,4,0,1
626,2,2,23,29,0.79,8,1,0.097,11.2,3,3,3,0,1
626,2,2,24,27,0.89,8,0,0.258,16.5,1,1,1,0,1
626,2,2,20,26,0.77,12,0,0.249,13.1,3,0,0,0,1
667,0,0,22,22,1,9,1,0.22,19.2,0,2,2,1,250
667,0,0,24,15,1.6,9,4,0.221,16.9,0,1,1,1,250
667,0,0,22,24,0.92,10,1,0.212,16.5,0,0,0,1,250
667,0,0,24,22,1.09,2,2,0.288,19.8,0,3,3,1,250
667,0,0,14,24,0.58,7,1,0.233,14.4,1,2,2,0,239
667,0,0,22,22,1,10,1,0.213,16.8,0,1,1,0,239
667,0,0,20,23,0.87,9,1,0.201,19.2,1,3,3,0,239
667,0,0,27,23,1.17,8,1,0.218,21.1,0,0,0,0,239
720,1,3,4,9,0.44,4,0,0.269,21.8,0,2,2,1,6
720,1,3,5,7,0.71,4,0,0.212,17.3,1,3,3,1,6
720,1,3,8,8,1,3,0,0.265,9,3,0,0,1,6
720,1,3,15,4,3.75,1,3,0.19,27.4,0,1,1,1,6
720,1,3,10,9,1.11,3,2,0.266,14.5,1,3,3,0,4
720,1,3,6,9,0.67,5,0,0.206,16.1,1,0,0,0,4
720,1,3,7,8,0.88,2,0,0.151,20.3,2,2,2,0,4
720,1,3,5,6,0.83,3,0,0.238,14.8,0,1,1,0,4
827,1,1,10,6,1.67,4,0,0.181,22.1,0,1,1,1,6
827,1,1,5,7,0.71,3,0,0.13,15.6,1,0,0,1,6
827,1,1,7,8,0.88,4,0,0.174,13.9,0,2,2,1,6
827,1,1,8,9,0.89,0,0,0.179,17.7,1,3,3,1,6
827,1,1,4,8,0.5,2,1,0.121,19.9,1,0,0,0,5
827,1,1,7,8,0.88,1,1,0.148,19.8,1,3,3,0,5
827,1,1,8,8,1,3,0,0.326,13.5,1,1,1,0,5
827,1,1,11,6,1.83,2,1,0.194,22.9,0,2,2,0,5
654,0,3,25,20,1.25,10,2,0.255,16.4,0,0,0,1,250
654,0,3,29,18,1.61,8,3,0.267,21.1,0,1,1,1,250
654,0,3,20,24,0.83,10,0,0.194,10.1,1,3,3,1,250
654,0,3,18,21,0.86,10,0,0.21,15.2,1,2,2,1,250
654,0,3,13,23,0.57,9,0,0.182,18.9,0,0,0,0,232
654,0,3,29,25,1.16,3,1,0.144,11,3,3,3,0,232
654,0,3,25,20,1.25,6,2,0.223,16.4,0,2,2,0,232
654,0,3,16,25,0.64,10,1,0.255,18.7,1,1,1,0,232
625,2,1,14,24,0.58,7,3,0.222,13.8,1,4,4,1,6
625,2,1,26,20,1.3,5,1,0.201,18.2,1,3,3,1,6
625,2,1,21,24,0.88,10,2,0.286,10.9,3,0,0,1,6
625,2,1,33,22,1.5,11,2,0.212,11.9,3,1,1,1,6
625,2,1,24,24,1,6,1,0.221,15,1,2,2,0,4
625,2,1,22,27,0.81,14,1,0.218,7.9,3,0,0,0,4
625,2,1,20,22,0.91,7,1,0.242,20.3,0,4,4,0,4
625,2,1,24,21,1.14,6,1,0.269,14.5,1,1,1,0,4
625,2,2,27,23,1.17,8,1,0.3,15.3,1,2,2,1,11
625,2,2,25,23,1.09,5,2,0.209,10.3,3,0,0,1,11
625,2,2,29,26,1.12,8,1,0.238,14,3,4,4,1,11
625,2,2,32,24,1.33,9,1,0.253,10.2,3,3,3,1,11
625,2,2,18,31,0.58,6,0,0.233,14.9,3,0,0,0,6
625,2,2,27,27,1,7,1,0.22,10.7,3,4,4,0,6
625,2,2,27,29,0.93,8,2,0.258,12.8,3,1,1,0,6
625,2,2,24,26,0.92,7,1,0.241,16.3,1,2,2,0,6
576,0,3,12,21,0.57,6,1,0.211,11.4,1,0,0,0,140
576,0,3,18,17,1.06,1,0,0.203,20.4,0,2,2,0,140
